Timestamp,Gender,Age,Nationality,Current Country of Residence,Current State of Residence,Current City of Residence,Highest Level of Education,Name of Highest Degree Obtained,Name of School or University,Is your degree tech related?,Did you go through a bootcamp to learn technical skills?,"Professional Certification (Eg. CCNA, CEH, GCP Cloud Associate)",Name of Bootcamp Course ,Name of Professional Certification(s),Job Title,What is your currency code?,What is your current monthly base salary?,What is your current bonus compensation per year?,What is your current equity (stock) compensation per year?,How many days of annual leave are you entitled to?,Company Benefits,What technologies do you use for work on a regular basis?,Company Location,Company Industry,What is the size of your company?,What is the size of your tech team? ,What's the name of your company? [Optional],Satisfaction Level of Current Job,Years of Experience,Number of past employments/jobs (excluding the current one),What was your starting monthly salary?,Indicate in 3-character currency code for starting monthly salary
31/07/2021 00:08:54,Male,27,Malaysian,Malaysia,Selangor,Batu Arang,Diploma,Diploma of Internet Technology,Tunku Abdul Rahman College,Yes,No,No,,,Laravel/Django Developer,MYR,2200,0,0,14,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Learning and Development, Transport/Parking Allowance, Company Laptop, Phone Bill Reimbursement, remote work during pandemic covid","php, python, js, django, laravel, raspberrypi, machine learning, opencv, mysql and more","Selangor, Malaysia","Industrials (Manufacturing, Construction, etc.)",201-1000 employees,2 - 10 people,Tamco,7,less than 3 years,2,2200,MYR
31/07/2021 08:13:27,Male,38,Malaysian,Malaysia,,Sepang,Undergraduate Degree,,UTM,Yes,No,No,,,Software Developer,MYR,9500,16000,,25,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Learning and Development, Tuition Reimbursement, Transport/Parking Allowance, Company Laptop, Broadband/Home Internet Reimbursement, Optical/Eye-wear claims","PHP, Laravel, Vuejs ",Putrajaya,Government and Government Linked Companies (GLC),51-200 employees,2 - 10 people,,8,15,4,2000,MYR
31/07/2021 11:47:50,Male,30,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Bachelor in English Language and Literature,UIAM,No,No,Yes,,"Amazon Web Services, Node JS Certification, React Certification",Application Developer,MYR,5200,0,0,14,"Health Insurance, Dental Claim, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Remote Work, Transport/Parking Allowance","React Native, Node JS","Kuala Lumpur, Malaysia",Healthcare,51-200 employees,2 - 10 people,,7,2,5,3000,MYR
31/07/2021 13:54:26,Male,28,Malaysian,Malaysia,Selangor,Seri Kembangan,Undergraduate Degree,Bachelor of Information Technology Major Security Technology,Multimedia University,Yes,No,No,,,Software Developer,MYR,4400,0,0,14,Health Insurance,Javascript,"KL, Malaysia","Transport, Logistics",11-50 employees,2 - 10 people,,8,4,1,3500,MYR
31/07/2021 14:52:35,Male,22,Bangladesh,Malaysia,Johor,Johor bahru,Undergraduate Degree,Bachelor of Computer Science,UTM,Yes,No,No,H,,Software Developer,MYR,3000,0,0,0,Health Insurance,Flutter,Johor,"Data Infrastructure, Telecom",1-10 employees,2 - 10 people,,6,1,1,2000,MYR
31/07/2021 15:01:42,Male,27,Malaysian,Malaysia,Kuala Lumpur,Cheras,Undergraduate Degree,Bachelor of Materials Engineering,University Malaya,No,No,No,,,Software Engineer,MYR ,5000,3900,0,21,"Dental Claim, Maternity Leave, Paternity Leave, Remote Work, Transport/Parking Allowance, Company Laptop, Annual Flexi Allowance, Optical/Eye-wear claims",Java,Bukit Jalil,Financial Services,51-200 employees,2 - 10 people,,7,3,0,3000,MYR
31/07/2021 15:09:05,Male,24,Bangladeshi,Malaysia,Johor Bahru,Skudai,Undergraduate Degree,Bachelor of software engineering,UTM,Yes,Yes,Yes,"1. Website Design- BITM, web development- LICT and many more",Certified scrum developer CSD,Software Developer,MYR,2500,0,0,0,Remote Work,MERN STACK,Penang Malaysia,Delivery service,11-50 employees,2 - 10 people,,10,3,"1. Website designer, 2. Web developer ",10000,BDT
31/07/2021 15:15:57,Male,22,Egyptian,Malaysia,Johor,Skudai,Undergraduate Degree,Software Engineering,University technology Malaysia,Yes,No,No,,,Jr Front-end Developer,MYR,3400,,,15,Remote Work,"html,css,JS",selangor,Retail / ecommerce,11-50 employees,2 - 10 people,,5,1.5,-,1,-
31/07/2021 16:11:34,Male,27,Malaysian,Malaysia,Selangor,,Undergraduate Degree,Degree,Multimedia University,Yes,No,No,,,Full Stack Engineer,Myr,8000,,,18,"Health Insurance, Life Insurance, Dental Claim, Paternity Leave, Learning and Development, Company Laptop","React Native, Azure, Node",Malaysia,Financial Services,11-50 employees,2 - 10 people,,8,3,4,2000,Myr
31/07/2021 18:08:50,Male,27,Malaysian,Malaysia,KL,Sri Petaling,Undergraduate Degree,Bachelor of Computer Science,Universiti Tunku Abdul Rahman,Yes,No,No,,,Senior Software Engineer,MYR,600,600,0,17,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Transport/Parking Allowance, Company Laptop, Relocation Bonus, Optical/Eye-wear claims","Java Struts, Sybase, Git, Maven","KL, Malaysia",Insurance,51-200 employees,2 - 10 people,,6,5,1,3000,MYR
31/07/2021 18:10:22,Male,44,Malaysian,Malaysia,Selangor,Shah Alam,"Pre-university (STPM, A-Levels, Matriculation, CPU, IB, etc.)",,,N/A,No,No,,,Senior IT Manager,myr,10000,0,0,21,"Maternity Leave, Transport/Parking Allowance, Company Laptop, Company Car",java javascript react,"Selangor, Malaysia","Energy, Utilities",51-200 employees,2 - 10 people,,8,20 years,1,1700,myr
31/07/2021 18:12:49,Male,23,Malaysian,Malaysia,,Kl,Undergraduate Degree,Bachelor of software engineering ,Asia Pacific University ,Yes,No,No,,,Software engineer ,Myr,2800,0,0,0,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program",React native,"Kl, Kuala Lumpur ",Financial Services,"1,001-10,000 employees",2 - 10 people,,9,0,2,2800,Myr sgd usd
31/07/2021 18:19:57,Male,23,Malaysian,Malaysia,Wilayah Persekutuan,Kuala Lumpur,Undergraduate Degree,Bachelor of Computer Science (Honours) in Software Engineering,Tunku Abdul Rahman University College,Yes,No,No,,,"Software Engineer, Backend",MYR,5200,18720,6000,18,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Snacks, Free Drinks, Remote Work, Gym/Wellness Reimbursement, Learning and Development, Transport/Parking Allowance, Company Laptop, Annual Flexi Allowance, Broadband/Home Internet Reimbursement","Golang, AWS","Selangor, Malaysia","Public Service, Social Service","1,001-10,000 employees",200+ people,,8,1,2,5200,MYR
31/07/2021 18:21:57,Male,23,Malaysian,Malaysia,Kuala Lumpur,WP,Undergraduate Degree,Bachelor of Information Technology,Sunway University,Yes,No,No,,,Software Developer,MYR,5100,0,0,14,"Health Insurance, Life Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Gym/Wellness Reimbursement, Learning and Development, Company Laptop, Annual Flexi Allowance, Professional Membership Subsidy/Sponsor","PHP, Python","Petaling Jaya, Selangor","Professional Services (Law, Consulting, etc.)","1,001-10,000 employees",2 - 10 people,,8,2,0,3000,MYR
31/07/2021 18:36:51,Male,24,Malaysian,Malaysia,selangor,kajang,Undergraduate Degree,bachelor of Computer Science,taylor,Yes,No,Yes,,"aws,microsoft azure certified, google ad sense",developer,myr,5500,15000,0,21,"Dental Claim, Vacation/Personal Days, Remote Work, Employee Discount, Learning and Development, Company Laptop, Phone Bill Reimbursement, Annual Flexi Allowance, Optical/Eye-wear claims","python,C#,java,mssql",kl,Retail / ecommerce,"1,001-10,000 employees",2 - 10 people,,6,3,1,4200,myr
31/07/2021 18:46:47,Male,26,Malaysian,Malaysia,Sabah,Kota Kinabalu,Masters Degree,MSc.Computer Science,Universiti Malaysia Sabah,Yes,Yes,Yes,Named-Data Networking Setup : Deployment,"HCNA, CCNA, AlibabaCloud, GCP",Chief Project Engineer,MYR,18000,180000,5000,21,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Free Snacks, Free Drinks, Remote Work, Gym/Wellness Reimbursement, Transport/Parking Allowance, Company Laptop, Company Phones, Immigration Assistance, Phone Bill Reimbursement, Relocation Bonus, Annual Flexi Allowance, Optical/Eye-wear claims, Professional Membership Subsidy/Sponsor, Company Car","Telco infra, networking infra, CMS architecture, IIoT Solution","Sabah, Malaysia","Data Infrastructure, Telecom",11-50 employees,2 - 10 people,-,9,8,3,4500,MYR
31/07/2021 18:57:42,Female,25,Malaysian,Malaysia,KL,KL,Undergraduate Degree,BSc in Mathematics,The University of Manchester,No,No,No,,,RPA Developer,MYR,4300,10000,,23,"Health Insurance, Dental Claim, Maternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Learning and Development, Company Laptop",Robotic Process Automation,"KL, Malaysia",Financial Services,"1,001-10,000 employees",2 - 10 people,,5,0,0,3300,MYR
31/07/2021 19:11:29,Male,24,Malaysian,Malaysia,KL,KL,Undergraduate Degree,Bachelor of Computer Science,Asia Pacific University ,Yes,No,No,,,Mobile Developer,MYR,4600,4600,0,21,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Learning and Development, Company Laptop, Company Phones, Optical/Eye-wear claims","Swift, Objective C, Java, Jira, Bitbucket","Kuala Lumpur, Malaysia",Financial Services,">10,000employees",2 - 10 people,,5,2.5,1,3100,MYR
31/07/2021 19:19:00,Male,36,Malaysian,Malaysia,Selangor,Rawang,Masters Degree,Masters of Science(Informatics),UTM,Yes,No,No,,,Software engineer,MYR,8000,0,0,16,"Health Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Learning and Development, Company Laptop","Typescript, PHP","Kuala Lumpur, Malaysia",Human Resources,201-1000 employees,2 - 10 people,,8,7,2,2500,MYR
31/07/2021 20:33:50,Male,23,Malaysian,Malaysia,Sabah,Kota Kinabalu,Undergraduate Degree,Bachelor of Software Engineer (HonS),APU,Yes,No,No,,,Field work,MYR,3500,0,0,14,Health Insurance,"AWS, NextJS, typescript, javascript, python","Sabah, MY","Industrials (Manufacturing, Construction, etc.)",1-10 employees,Team of 1,,9,6 months,1,3500,MYR
31/07/2021 21:52:05,Male,31,Malaysian,Malaysia,NS,Seremban,Undergraduate Degree,Bachelor of Electronic Engineering,USM,Yes,No,Yes,,Certified Scrum Master (CSM),Software Developer,MYR,7500,11250,0,14,"Health Insurance, Life Insurance, Dental Claim, Company Laptop, Annual Flexi Allowance","C++,Java,Angular,Python","Kuala Lumpur, Malaysia",Broadcasting,"1,001-10,000 employees",2 - 10 people,,7,8,2,2800,MYR
01/08/2021 00:24:30,Male,31,Malaysian,Malaysia,Selangor,Puncak Alam,Undergraduate Degree,Bachelor of Computer Science,UW Madison,Yes,No,No,,,Fullstack Developer,MYR,4930,MYR21819,,21,"Health Insurance, Life Insurance, Free Snacks, Free Drinks, Remote Work, Employee Discount, Learning and Development, Company Laptop, Annual Flexi Allowance","Vue, Azure, AWS, Bit","Selangor, Malaysia",Financial Services,51-200 employees,2 - 10 people,,9,7,3,4700,MYR
01/08/2021 01:49:15,Female,22,Malaysian,Malaysia,Penang,,Undergraduate Degree,Bachelor of Computer Science,,Yes,No,No,,,Technical Intern,MYR,3300,,,11,"Health Insurance, Vacation/Personal Days, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Company Laptop, Broadband/Home Internet Reimbursement",Python,"Penang, Malaysia","Industrials (Manufacturing, Construction, etc.)","1,001-10,000 employees",2 - 10 people,,8,0,0,1,MYR
01/08/2021 02:05:52,Male,23,Malaysian,Malaysia,Selangor,Shah Alam,Undergraduate Degree,Bachelor of Information Technology,Tunku Abdul Rahman University College,Yes,No,No,,,Junior Software Engineer,MYR,4200,0,0,14,"Health Insurance, Dental Claim, Maternity Leave, Paternity Leave, Free Snacks, Free Drinks, Remote Work, Learning and Development, Transport/Parking Allowance, Company Laptop, Phone Bill Reimbursement, Optical/Eye-wear claims",".NET, .NET Core, C#, MySQL, VueJs, Quasar, Typescript, Git","Putrajaya, Malaysia","Public Service, Social Service",201-1000 employees,2 - 10 people,,6,1,1,4200,MYR 
01/08/2021 10:04:38,Male,27,Malaysian,Malaysia,Selangor,PJ,Undergraduate Degree,Computer Systems Engineering,UPM,Yes,No,No,,,Software Developer,MYR,3800,0,0,8,Remote Work,"Web, Apps","KL, Malaysia",House & Home,11-50 employees,2 - 10 people,,6,3,1,2000,MYR
01/08/2021 10:57:29,Male,26,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Bachelor of Computer Science,University Of Wollongong,Yes,No,No,,,Software Engineer,MYR,5200,0,0,12,"Health Insurance, Remote Work, Learning and Development, Company Laptop","Angular, C#, Azure Web Services","Kuala Lumpur, Kuala Lumpur","Transport, Logistics",51-200 employees,11 - 50 people,,8,4,1,5000,MYR
01/08/2021 11:04:11,Male,27,Malaysian,Malaysia,Selangor,Klang,Undergraduate Degree,Bachelor of Computer Science,INTI College Subang Jaya,Yes,No,No,,,Software Developer ,MYR,2500,0,0,14,"Remote Work, Company Laptop","C#, Angular",KL,"Transport, Logistics",51-200 employees,11 - 50 people,,9,4,1,1500,MYR
01/08/2021 11:29:58,Female,41,Malaysian,Malaysia,Selangor,Seri Kembangan,Undergraduate Degree,Bachelor of Information Technology ,Universiti Tenaga Nasional,Yes,No,No,,,Media Product Specialist,MYR,11000,0.2,0,16,"Health Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Remote Work, Learning and Development, Tuition Reimbursement, Transport/Parking Allowance, Company Laptop, Optical/Eye-wear claims",Laptop,"Kuala Lumpur, Malaysia","Media, Creative Industries",51-200 employees,2 - 10 people,,7,18,8,2100,MYR
01/08/2021 18:10:08,Male,25,Malaysian,Malaysia,penang,bayan lepas,Undergraduate Degree,Bachelor of Computer Science in ai,utem,No,No,No,,,javascript developer,MYR,3500,0,0,12,"Dental Claim, Free Breakfast, Free Snacks, Remote Work, Company Laptop, Phone Bill Reimbursement, Broadband/Home Internet Reimbursement","javascript framework, SasS, loopback4,",penang,software house for education,1-10 employees,2 - 10 people,,9,1.5,1,1950,MYR
01/08/2021 18:48:30,Male,26,Malaysian,Malaysia,selangor,Subang Jaya,Undergraduate Degree,Bachelor of Computer Science,UOW,Yes,No,Yes,,"ITIL v4, PCNSE, ISACA CSX Fundamentals, AZ-900",Cybersecurity,MYR,3000,2900,0,12,"Health Insurance, Vacation/Personal Days, Free Snacks, Remote Work, Gym/Wellness Reimbursement, Learning and Development, Transport/Parking Allowance, Company Laptop, Phone Bill Reimbursement","Azure, Python","Malaysia, Selangor","Data Infrastructure, Telecom",201-1000 employees,2 - 10 people,,6,1+,0,3000,MYR
01/08/2021 22:23:39,Female,29,Malaysian,Malaysia,Kuala Lumpur,KL,Undergraduate Degree,Bachelor of Chemical Engineering,,No,No,No,,,Data Engineer,MYR,10000,,10k USD over 4 years,20,"Health Insurance, Dental Claim, Maternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Free Snacks, Remote Work, Company Laptop, Annual Flexi Allowance, Optical/Eye-wear claims",aws,KL,Financial Services,201-1000 employees,51 - 200 people,,6,4,5,2800,MYR
01/08/2021 22:36:13,Male,26,Malaysian,Malaysia,Penang,Butterworth,Undergraduate Degree,Bachelor of mechanical engineering,Uthm,No,No,No,,,Junior .net developer,Myr,3600,0,0,12,"Dental Claim, Sick Time (Unlimited), Company Laptop, Optical/Eye-wear claims","Angular, C#, Api","Penang, bayan baru",It,51-200 employees,2 - 10 people,,5,New ,1,3600,Myr
02/08/2021 11:45:07,Male,27,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,SPM,,,N/A,Yes,Yes,Codecademy,"Vmware VTSP , Sophos XG Firewall",Software Engineer,MYR,5500,0,0,14,"Dental Claim, Free Snacks, Free Drinks, Remote Work, Transport/Parking Allowance, Optical/Eye-wear claims",php,Kuala Lumpur,"Public Service, Social Service",51-200 employees,2 - 10 people,Made4u,8,8,4,900,MYR
02/08/2021 14:03:08,Male,29,Malaysian,Malaysia,Kuala Lumpur,Cheras,Undergraduate Degree,Bachelor of Actuarial Science,UTAR,No,Yes,No,Next Academy,,Software Developer,MYR,285000,0,0,28,"Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Remote Work, Learning and Development, Tuition Reimbursement","Ruby, Ruby on Rails, Javascript",United Kingdom,Infosec,1-10 employees,2 - 10 people,,8,4,3,2500,MYR
02/08/2021 14:27:53,Female,27,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Bachelor of Science and Bachelor of Commerce,University of Auckland,Yes,No,No,,,Software Engineer,MYR,6300,"6,000",0,20,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Free Snacks, Remote Work, Company Laptop, Optical/Eye-wear claims","Angular, Java, Bash Script, Node Js","Kuala Lumpur, Malaysia",Computer Software,201-1000 employees,2 - 10 people,,9,4,1,3200,MYR
02/08/2021 14:27:54,Male,25,Malaysian,Malaysia,Johor,Kota Tinggi,Undergraduate Degree,Bachelor of Electrical and Electronics Engineering,Universiti Malaysia Pahang,Yes,No,No,,,Embedded Tester,MYR,2600,0,0,14,"Health Insurance, Dental Claim, Maternity Leave, Paternity Leave, Company Laptop","Python, Bash","Penang, Malaysia","Industrials (Manufacturing, Construction, etc.)",201-1000 employees,11 - 50 people,,3,1,0,2600,MYR
02/08/2021 21:48:50,Male,29,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Masters Degree,,,No,No,No,,,Senior Software Engineer,MYR,6000,,0,14,"Health Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Gym/Wellness Reimbursement, Company Laptop",.NET,"Selangor, Malaysia",Healthcare,51-200 employees,11 - 50 people,,5,5,1,3200,MYR
03/08/2021 00:08:09,Male,28,Malaysian,Malaysia,Kuala Lumpur ,Kuala Lumpur ,Undergraduate Degree,Statistics,Utar,No,No,No,,,Data scientist ,Myr,4000,12000,,20,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Free Drinks, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Tuition Reimbursement, Company Laptop, Company Phones, Phone Bill Reimbursement, Broadband/Home Internet Reimbursement, Optical/Eye-wear claims","Python, SQL, google cloud, git, docker","Kuala lumpur, malaysia ","Data Infrastructure, Telecom","1,001-10,000 employees",11 - 50 people,,7,1.5,1,3700,Myr
03/08/2021 09:01:47,Male,29,Malaysian,Malaysia,Selangor,Puchong,Undergraduate Degree,Bachelor of information Technology (Hons) Information Systems Engineering ,UTAR,Yes,No,No,,ITIL v4,Senior System Developer,MYR,8000,50000,0,18,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Company Laptop, Relocation Bonus, Optical/Eye-wear claims","Java, Angular 8","Kuala Lumpur, Malaysia",Financial Services,"1,001-10,000 employees",11 - 50 people,,10,6,4,3000,MYR
03/08/2021 09:47:34,Male,24,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Bachelor of Computer Science,University of Malaya,Yes,No,No,,,Devops/Web Platform Support Engineer,MYR,3500,7176,0,15,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Transport/Parking Allowance, Company Laptop, Company Phones, Phone Bill Reimbursement, Broadband/Home Internet Reimbursement, Optical/Eye-wear claims","Akamai, AWS, TIBCO, Jira, Bitbucket","Kuala Lumpur, MY",Healthcare,"1,001-10,000 employees",2 - 10 people,ResMed,10,0.5,1,1200,MYR
03/08/2021 19:43:54,Male,27,Malaysian,Malaysia,Johor,Johor Bahru,Undergraduate Degree,Bachelor Degree of Computer Science (Software Engineering),Universiti Teknologi Malaysia,Yes,No,No,,,Software Engineer,MYR,5000,5000,,12,"Health Insurance, Life Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Free Lunch, Free Drinks, Learning and Development, Transport/Parking Allowance, Company Laptop","C#, Python, AWS",Kulai Johor,"Industrials (Manufacturing, Construction, etc.)",1-10 employees,2 - 10 people,,8,4,3,2700,MYR
03/08/2021 19:57:37,Male,27,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Bachelor of Computer Science,Aberystwyth University,Yes,No,No,,,Senior Software Engineer,MYR,16000,,,12,"Health Insurance, Vacation/Personal Days, Sick Time (Unlimited), Remote Work, Employee Discount, Learning and Development, Tuition Reimbursement","Go,rabbitmq,nodejs,kafka,docker,python,typescript","Singapore, Singapore",Financial Services,201-1000 employees,51 - 200 people,,10,6,2,15000,MYR
03/08/2021 21:15:43,Male,28,Malaysian,Malaysia,Selangor,Seri Kembangan,Undergraduate Degree,Bachelor of Agricultural & Biosystem Engineering,Universiti Putra Malaysia,No,No,No,,,Software Engineer,MYR,4500,0,0,14,Company Laptop,".Net, Mssql, Jquery","Selangor, Malaysia","Transport, Logistics",11-50 employees,2 - 10 people,,7,1,4,2700,MYR
03/08/2021 22:46:50,Male,25,Malaysian,Malaysia,Negeri Sembilan,Seremban,Undergraduate Degree,Btech Petroleum Geoscience,Universiti Teknologi Petronas,No,Yes,No,Junior Dtaa Scientist - CADS,,Data Analyst,MYR,5000,0,0,20,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Free Lunch, Free Snacks, Remote Work, Employee Discount, Learning and Development, Company Laptop, Phone Bill Reimbursement","SQL, Python","KL, Malaysia.",Financial Services,201-1000 employees,2 - 10 people,Moneylion,8,2,3,2000,MYR
04/08/2021 16:48:04,Female,21,Malaysian,Malaysia,,Kuala Lumpur,Diploma,-,uitm,N/A,No,No,,,Front End Dev,Myr,3000,-,-,11,"Health Insurance, Vacation/Personal Days, Sick Time (Unlimited), Free Snacks, Remote Work, Employee Discount, Learning and Development, Company Laptop, Immigration Assistance",-,-,-,51-200 employees,11 - 50 people,-,8,Less than a year,0,3000,Myr
04/08/2021 19:33:47,Male,36,Malaysian,Malaysia,Selangor,Setia Alam,Undergraduate Degree,Bachelor of Engineering (Hons) Electronics,Multimedia University,No,Yes,No,Next Academy,,Software engineer,MYR,6500,0,0,12,Company Laptop,"Ruby on Rails, javascript, Jquery","Selangor, Malaysia",Healthcare,11-50 employees,2 - 10 people,,2,13,9,6500,MYR
05/08/2021 15:16:57,Male,25,Malaysian,Malaysia,Selangor,Cheras,Undergraduate Degree,Bachelor of Computer Engineering,Universiti Tunku Abdul Rahman,No,No,No,,,Software Engineer (Mobile),MYR,4300,0,0,15,"Health Insurance, Dental Claim, Sick Time (Unlimited), Free Snacks, Free Drinks, Transport/Parking Allowance, Company Laptop, Company Phones, Optical/Eye-wear claims","Objc, Swift, Java, Kotlin","Kuala Lumpur Sentral, Malaysia",Financial Services,51-200 employees,11 - 50 people,Soft Space Sdn Bhd,6,2,1,3300,MYR
05/08/2021 21:07:29,Male,30,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,,,Yes,No,No,,,Softwa5 engineer,MYR,8500,0,,14,"Health Insurance, Life Insurance, Maternity Leave, Paternity Leave, Free Snacks, Remote Work, Company Laptop, Broadband/Home Internet Reimbursement",Node js,Kuala Lumpur,"Professional Services (Law, Consulting, etc.)",51-200 employees,2 - 10 people,,7,7,4,3000,Myr
06/08/2021 00:02:53,Male,26,Malaysian,Malaysia,Selangor,Subang Jaya,Undergraduate Degree,Bachelor of Computer Science,Universiti Tunku Abdul Rahman,Yes,No,No,,,Software Tester,MYR,5660,0,0,14,"Health Insurance, Life Insurance, Remote Work, Transport/Parking Allowance","Cypress, Typescript, Graph QL, Jmeter, Taurus, Docker","Selangor, Malaysia",Education,201-1000 employees,11 - 50 people,,9,4,1,3500,MYR
06/08/2021 11:01:09,Female,26,Malaysian,Malaysia,Penang,George Town,Masters Degree,MSc Economics,UCL,No,Yes,No,Complete Python Bootcamp - Udemy,,Analyst,MYR,4400,3000,0,20,"Health Insurance, Dental Claim, Maternity Leave, Paternity Leave, Gym/Wellness Reimbursement, Company Laptop, Optical/Eye-wear claims","Computer, R, Google Suite","Penang, Malaysia",Government and Government Linked Companies (GLC),11-50 employees,2 - 10 people,,8,3,3,3000,MYR
06/08/2021 13:15:22,Male,23,Malaysian,Malaysia,,,Undergraduate Degree,Bachelor Degree of Software Engineering,Taylor's Lakeside University,Yes,No,No,,,Software Engineer,MYR,6200,0,0,15,"Remote Work, Company Laptop",React.js,"SELANGOR, Malaysia",Auto Vehicles,">10,000employees",11 - 50 people,,8,1,1,3800,MYR
06/08/2021 22:08:02,Male,28,Malaysian,Malaysia,Selangor,Batu Caves,Undergraduate Degree,Bachelor of Computer Science,UTAR,Yes,No,No,,,Java Developer,MYR,4850,4850,0,20,"Health Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Free Breakfast, Free Drinks, Remote Work, Employee Discount, Learning and Development, Transport/Parking Allowance, Company Laptop, Phone Bill Reimbursement, Optical/Eye-wear claims","Spring,MySQL,Java,Gradle","Kuala Lumpur, Malaysia",Financial Services,201-1000 employees,11 - 50 people,,10,3,1,3300,MYR
07/08/2021 07:01:16,Male,24,Expat,Malaysia,Selangor,PJ,Undergraduate Degree,Bachelor of computer Eng,IIUM,Yes,No,No,,,Software Engineer,MYR,5000,1-2,0,18,"Health Insurance, Vacation/Personal Days, Sick Time (Unlimited), Free Breakfast, Free Snacks, Free Drinks, Remote Work, Learning and Development, Transport/Parking Allowance, Company Laptop, Immigration Assistance",Rust/C++,"Selangor,Malaysia",Healthcare,11-50 employees,2 - 10 people,,8,< 1year ,2-3 internships + research/teaching assistant ,4500,MYR
07/08/2021 10:04:44,Male,29,Malaysian,Malaysia,Penang,Seberang Perai,Undergraduate Degree,BSc. (Hons) of Computer Science,Universiti Sains Malaysia,Yes,No,No,,,Senior Software Development Engineer,MYR,4970,4970,4791,14,"Health Insurance, Maternity Leave, Paternity Leave, Free Snacks, Employee Discount, Learning and Development, Transport/Parking Allowance, Company Laptop","Windows, C#, Machine Vision, Machine components & controllers","Pulau Pinang, Malaysia","Industrials (Manufacturing, Construction, etc.)",51-200 employees,11 - 50 people,MMSV,8,6,0,3000,MYR
07/08/2021 21:28:30,Male,30,Malaysian,Malaysia,Selangor,Cyberjaya,Undergraduate Degree,Bachelor of Information Technology,Multimedia University,Yes,No,No,,,Senior Software Engineer,MYR,9350,18000,,16,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Gym/Wellness Reimbursement, Transport/Parking Allowance, Company Laptop",".Net framework and .net core, angular and react",Setia Alam,Retail / ecommerce,51-200 employees,11 - 50 people,iSoftStone,7,8,3,3000,MYR
07/08/2021 22:13:33,Male,27,Indonesian,Malaysia,,KL,Undergraduate Degree,Bachelor of Computer Science,APU,Yes,No,Yes,,Professional Scrum Master I,Software Engineer,MYR,5830,2520,0,18,"Health Insurance, Dental Claim, Vacation/Personal Days, Sick Time (Unlimited), Free Snacks, Gym/Wellness Reimbursement, Learning and Development, Company Laptop, Annual Flexi Allowance, Optical/Eye-wear claims",ASP.NET,"Kuala Lumpur, Malaysia",Financial Services,"1,001-10,000 employees",2 - 10 people,Exact ADC,7,6,1,3000,MYR
